key,impact_chosen,title,relevance
AZ-HB2497-Y2020,None,"Lawn equipment emissions reduction program. ","'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2498-Y2020,None,"Unmanned aircraft study committee. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2499-Y2020,None,"Eminent domain; existing contracts. ","'Arizona' => 'Location', 'Eminent domain' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2500-Y2020,Jobs,"SFB; procurement; building renewal grants. ","'Infrastructure' => 'Jobs', 'Construction' => 'Jobs', 'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education'"
AZ-HB2501-Y2020,None,"Commerce authority; adult workforce education. ","'Graduation' => 'Education', 'High school diploma' => 'Education', 'High school' => 'Education', 'Learning' => 'Education', 'Student' => 'Education'"
AZ-HB2502-Y2020,Jobs,"Independent expenditures; corporations; funding disclosure. ","'Advertising' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2503-Y2020,None,"Campaign finance; corporate recipients; registration. ","'Arizona' => 'Location', 'Campaign finance' => 'None', 'Corporation' => 'None', 'Legislature' => 'None', 'Report' => 'None'"
AZ-HB2504-Y2020,None,"Appropriations; affordable housing. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2505-Y2020,None,"Student loans servicers; licensure. ","'Student loan' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location', 'Federal' => 'None', 'Legislature' => 'None'"
AZ-HB2506-Y2020,Jobs,"Credit security freezes; timing. ","'Employment' => 'Jobs', 'Security' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Credit' => 'None'"
AZ-HB2507-Y2020,None,"Insurance premium tax reductions; freeze. ","'Arizona' => 'Location', 'Insurance' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2508-Y2020,None,"Recalls; city elections; signatures required. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Officer' => 'None', 'State' => 'None'"
AZ-HB2509-Y2020,None,"State employees; political activities. ","'Arizona' => 'Location', 'United States' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2510-Y2020,Healthcare,"Contraception; cost sharing prohibition. ","'DNA' => 'Healthcare', 'Drug' => 'Healthcare', 'Insulin' => 'Healthcare', 'Injection' => 'Healthcare', 'Syringe' => 'Healthcare'"
AZ-HB2511-Y2020,None,"Appropriation; financial aid trust fund. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2512-Y2020,None,"Consumer credit lending; military members. ","'Arizona' => 'Location', 'Consumer' => 'None', 'Interest' => 'None', 'Legislature' => 'None', 'Rulemaking' => 'None'"
AZ-HB2513-Y2020,None,"Financial institutions; examinations; military lending. ","'Arizona' => 'Location', 'Consumer' => 'None', 'Financial institution' => 'None', 'Interest rate' => 'None', 'Interest' => 'None'"
AZ-HB2514-Y2020,Jobs,"Schools; special education weights; funding. ","'Certified teacher' => 'Jobs', 'Child' => 'Safety', 'High school' => 'Education', 'Kindergarten' => 'Education', 'Learning' => 'Education'"
AZ-HB2515-Y2020,None,"Chlorpyrifos; prohibition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2516-Y2020,None,"Charter schools; audits; financial reports. ","'Charter school' => 'Education', 'Arizona' => 'Location', 'Charter' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2517-Y2020,None,"Schools; charter management organizations; contracts. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2518-Y2020,None,"Schools; expenditure limit; overrides. ","'School' => 'Education', 'Arizona' => 'Location', 'Ballot' => 'None', 'Contract' => 'None', 'Legislature' => 'None'"
AZ-HB2519-Y2020,None,"Undesignated felony; misdemeanor designation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2520-Y2020,Healthcare,"Child care assistance; rates. ","'Child care' => 'Healthcare', 'Income' => 'Jobs', 'Child support' => 'Safety', 'Child' => 'Safety', 'Arizona' => 'Location'"
AZ-HB2521-Y2020,None,"Administrative costs; limit; STOs. ","'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Award' => 'None', 'Legislature' => 'None'"
AZ-HB2522-Y2020,Jobs,"Bingo; conduct; licenses; taxes. ","'Accountant' => 'Jobs', 'Accountants' => 'Jobs', 'Advertising' => 'Jobs', 'Security' => 'Safety', 'Arizona' => 'Location'"
AZ-HB2523-Y2020,None,"Overrides; informational pamphlets; argument submittals. ","'Arizona' => 'Location', 'Ballot' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2524-Y2020,Jobs,"Schools; compulsory attendance; minimum age. ","'Certified teacher' => 'Jobs', 'Advertising' => 'Jobs', 'Home' => 'Safety', 'Parent' => 'Safety', 'Child' => 'Safety'"
AZ-HB2525-Y2020,None,"Appropriation; child care assistance. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2526-Y2020,None,"Arizona online instruction; funding. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Part' => 'None', 'State' => 'None'"
AZ-HB2527-Y2020,None,"Initiative, referendum signatures; electronic submittal. ","'Arizona' => 'Location', 'Initiative' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2528-Y2020,None,"County recorder; nonpartisan election. ","'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2529-Y2020,None,"Nonretaliation policies; health care institutions. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2530-Y2020,Healthcare,"Emergency medical services; council; care. ","'Emergency medical services' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'State' => 'None'"
AZ-HB2531-Y2020,None,"Pet dealers; state preemption; repeal. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2532-Y2020,Healthcare,"Prior authorization; uniform request form. ","'Emergency service' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Authorization' => 'None'"
AZ-HB2533-Y2020,Transportation,"Marijuana; fine; discretionary. ","'Transport' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2534-Y2020,Healthcare,"Childcare assistance; eligibility. ","'Child care' => 'Healthcare', 'Childcare' => 'Healthcare', 'Child' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2535-Y2020,Healthcare,"AHCCCS; preventive dental care. ","'Ear' => 'Healthcare', 'Emergency service' => 'Healthcare', 'Podiatry' => 'Healthcare', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2536-Y2020,Healthcare,"Telemedicine; health care providers. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2537-Y2020,Healthcare,"Cat declawing; prohibition; exceptions. ","'Cremation' => 'Healthcare', 'Animal' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2538-Y2020,Healthcare,"Health care workers; assault; prevention. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Report' => 'None'"
AZ-HB2539-Y2020,None,"Statewide ADA coordinator; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2540-Y2020,Safety,"Emotional abuse; vulnerable adults. ","'Abuse' => 'Safety', 'Injury' => 'Safety', 'Sexual abuse' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None'"
AZ-HB2541-Y2020,Healthcare,"Health care institutions; education; abuse. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Education' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None'"
AZ-HB2542-Y2020,Safety,"Mandatory reporting; vulnerable adults; penalties. ","'Abuse' => 'Safety', 'Exploitation' => 'Safety', 'Injury' => 'Safety', 'Sexual abuse' => 'Safety', 'Arizona' => 'Location'"
AZ-HB2543-Y2020,Safety,"Firearm transfers; domestic violence offenses. ","'Domestic violence' => 'Safety', 'Firearm' => 'Safety', 'Improvised explosive device' => 'Safety', 'Traffic' => 'Transportation', 'Arizona' => 'Location'"
AZ-HB2544-Y2020,Safety,"Firearm; ammunition storage; civil penalty. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2545-Y2020,Safety,"Firearm dealers; firearm transfers; requirements. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2546-Y2020,Safety,"Firearm sales; transfers; background checks. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'State' => 'None'"
AZ-HB2547-Y2020,Jobs,"Wage disclosure; employee rights. ","'Wage' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2548-Y2020,Jobs,"Employers; employee salary history; prohibitions. ","'Wage' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2549-Y2020,None,"Adult protective services; audit; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2550-Y2020,None,"DHS; long-term care facility surveyors. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2551-Y2020,None,"Appropriation; state parks; heritage fund. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2552-Y2020,None,"Prisoners; injuries; industrial commission notification. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'State' => 'None'"
AZ-HB2553-Y2020,Environment,"Energy efficient appliance standards. ","'Energy' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2554-Y2020,Environment,"Drinking water standards; pollutants. ","'Drinking water' => 'Environment', 'Aquifer' => 'Environment', 'Mexico' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2555-Y2020,None,"Financial aid trust fund; appropriation. ","'Financial aid' => 'Education', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2556-Y2020,None,"Prisoner labor; minimum wage. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'State' => 'None'"
AZ-HB2557-Y2020,Jobs,"Criminal case statistics; report; appropriation. ","'Manufacturing' => 'Jobs', 'Transport' => 'Transportation', 'Arizona' => 'Location', 'Race' => 'Racial', 'Appropriation' => 'None'"
AZ-HB2558-Y2020,None,"Voting rights; felonies; automatic restoration. ","'Arizona' => 'Location', 'Judgment' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Voting' => 'None'"
AZ-HB2559-Y2020,None,"Arizona criminal justice commission; membership. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2560-Y2020,None,"Sentencing; mitigation; monetary obligations; fines. ","'Arizona' => 'Location', 'United States' => 'Location', 'Community' => 'None', 'Legislature' => 'None', 'Sentencing' => 'None'"
AZ-HB2561-Y2020,None,"Appropriation; drug diversion programs; Pima. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None', 'State' => 'None'"
AZ-HB2562-Y2020,None,"State employment; applicants; wage history. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2563-Y2020,None,"Auxiliary containers; regulation; prohibition; repeal. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2564-Y2020,Jobs,"Resiliency planning group. ","'Manufacturing' => 'Jobs', 'Agriculture' => 'Jobs', 'Construction' => 'Jobs', 'Transport' => 'Transportation', 'Arizona' => 'Location'"
AZ-HB2565-Y2020,Jobs,"Arizona resiliency planning group. ","'Manufacturing' => 'Jobs', 'Agriculture' => 'Jobs', 'Construction' => 'Jobs', 'Transport' => 'Transportation', 'Arizona' => 'Location'"
AZ-HB2566-Y2020,Transportation,"Vehicle emissions; California standards. ","'Vehicle' => 'Transportation', 'Motor vehicle' => 'Transportation', 'Arizona' => 'Location', 'California' => 'Location', 'Legislature' => 'None'"
AZ-HB2567-Y2020,None,"Appropriation; lead screening; charter schools. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2568-Y2020,Healthcare,"Health insurance; dependent coverage. ","'Health insurance' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2569-Y2020,None,"DCS; investigation; schools; children; disabilities. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2570-Y2020,Jobs,"Archaeology advisory commission; continuation. ","'Archaeology' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None'"
AZ-HB2571-Y2020,None,"Appropriation; military; discharge; tribal ceremonies. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2572-Y2020,None,"Appropriation; Navajo veterans housing. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2573-Y2020,None,"Appropriation; laboratory; Navajo technical university. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2574-Y2020,Environment,"Hydraulic fracturing; prohibitions. ","'Environment' => 'Environment', 'Municipal solid waste' => 'Environment', 'Recycling' => 'Environment', 'Waste' => 'Environment', 'Wastewater' => 'Environment'"
AZ-HB2575-Y2020,None,"Single-use plastics; recyclables; fee. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2576-Y2020,None,"Appropriation; St. Michael-s chapter house. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2577-Y2020,None,"Appropriations; tribal senior citizens programs. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2578-Y2020,None,"Appropriations; state employee salary increases. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2579-Y2020,Healthcare,"Informed consent; pelvic examinations.. ","'Informed consent' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2580-Y2020,None,"Prisoners; discharge; transition program. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'Program' => 'None', 'Section' => 'None'"
AZ-HB2581-Y2020,None,"Dangerous; incompetent person; evaluation; commitment. ","'Arizona' => 'Location', 'Following' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'Release' => 'None'"
AZ-HB2582-Y2020,Healthcare,"End-of-life decisions; terminally ill patients. ","'Counseling' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Medical record' => 'Healthcare', 'Death certificate' => 'Healthcare'"
AZ-HB2583-Y2020,Safety,"Housing trust fund; unclaimed property. ","'Housing' => 'Safety', 'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2584-Y2020,None,"State law; local violation; repeal. ","'Arizona' => 'Location', 'United States' => 'Location', 'Indian reservation' => 'Racial', 'Legislature' => 'None', 'Payment' => 'None'"
AZ-HB2585-Y2020,None,"Appropriations; medical workforce development. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None', 'State' => 'None'"
AZ-HB2586-Y2020,None,"Appropriation; healthy families program. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2587-Y2020,None,"Appropriation; community health grants. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2588-Y2020,Healthcare,"Child care assistance; tiered reimbursement. ","'Child care' => 'Healthcare', 'Child' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None'"
AZ-HB2589-Y2020,None,"Land divisions; county regulation; surveys. ","'Arizona' => 'Location', 'Land' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2591-Y2020,None,"Appropriations; community colleges; public safety. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2592-Y2020,None,"State lands; leases; renewal applications. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2593-Y2020,Jobs,"Mining advisory council; repeal. ","'Mining' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2594-Y2020,None,"Salvage permit; big game animals. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Mail' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2595-Y2020,None,"G&F; nighttime outdoor shooting ranges. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2596-Y2020,Healthcare,"Children-s health insurance program; eligibility. ","'Health' => 'Healthcare', 'Child' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Federal' => 'None'"
AZ-HB2597-Y2020,None,"Residential sales; sex offender disclosure. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2598-Y2020,None,"Sanctuary jurisdiction; liability; civil action. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'The Unit' => 'None'"
AZ-HB2599-Y2020,None,"Psychologists; licensure requirements. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Requirement' => 'None', 'State' => 'None'"
AZ-HB2600-Y2020,Safety,"Adoption; original birth certificate; release. ","'Adoption' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Confidentiality' => 'None', 'Legislature' => 'None'"
AZ-HB2601-Y2020,None,"Residential utility consumer office; continuation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None', 'Section' => 'None'"
AZ-HB2602-Y2020,None,"Arizona high school graduates; tuition. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2603-Y2020,None,"Arizona-Israel commission; establishment. ","'Israel' => 'Location', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2604-Y2020,None,"Consular identification cards; permitted use. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2605-Y2020,Transportation,"Disposition of public roadways. ","'Road' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2606-Y2020,Transportation,"Transportation infrastructure study committee. ","'Transport' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2607-Y2020,None,"State contractors; bidders; lobbying prohibition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2608-Y2020,Healthcare,"Overdose; disease prevention; programs. ","'HIV' => 'Healthcare', 'Education' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None'"
AZ-HB2609-Y2020,None,"Schools; unfunded mandates; prohibition. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2610-Y2020,None,"ADOT website; motor dealer violations. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2611-Y2020,Healthcare,"Records; confidentiality; hearing officer. ","'Hearing' => 'Healthcare', 'Corrections' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Judge' => 'None'"
AZ-HB2612-Y2020,None,"Appropriation; survey; desert tortoises. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2613-Y2020,Environment,"Water resources annual report. ","'Water resources' => 'Environment', 'Water' => 'Environment', 'Arizona' => 'Location', 'Annual report' => 'None', 'Legislature' => 'None'"
AZ-HB2614-Y2020,Jobs,"Archaeology advisory commission; continuation. ","'Archaeology' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None'"
AZ-HB2615-Y2020,None,"Municipalities; utilities; vacant buildings. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2616-Y2020,None,"Noxious weeds; government projects. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2617-Y2020,Environment,"Temporary irrigation efficiency projects fund. ","'Groundwater' => 'Environment', 'Arizona' => 'Location', 'Grant' => 'None', 'Grants' => 'None', 'Legislature' => 'None'"
AZ-HB2618-Y2020,None,"Department of water resources; continuation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None', 'Section' => 'None'"
AZ-HB2619-Y2020,None,"Election boards; marshal training. ","'Arizona' => 'Location', 'United States' => 'Location', 'Election' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2620-Y2020,Environment,"Law clinic; stream adjudications; appropriation. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2621-Y2020,None,"Tax credit; water conservation system. ","'Arizona' => 'Location', 'Credit' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2622-Y2020,None,"County officials; practice of law. ","'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2623-Y2020,None,"Schools; posting; civil rights data. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2624-Y2020,Safety,"Human trafficking; civil action; liability. ","'Human trafficking' => 'Safety', 'Traffic' => 'Transportation', 'Arizona' => 'Location', 'Human' => 'None', 'Legislature' => 'None'"
AZ-HB2625-Y2020,Healthcare,"Civics celebration day; civics education. ","'Hearing' => 'Healthcare', 'Mexico' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Address' => 'None'"
AZ-HB2626-Y2020,None,"Gifted pupils; weights; reports; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Report' => 'None', 'Section' => 'None'"
AZ-HB2627-Y2020,None,"Timeshares; public reports; purchase contracts. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Part' => 'None', 'Payment' => 'None'"
AZ-HB2628-Y2020,Healthcare,"Health care insurance; amendments. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Hospital' => 'Healthcare', 'Medicare' => 'Healthcare', 'Automobile' => 'Transportation'"
AZ-HB2629-Y2020,Environment,"TPT; exemption; pacemakers. ","'Groundwater' => 'Environment', 'Natural gas' => 'Environment', 'Renewable energy' => 'Environment', 'Coal' => 'Environment', 'Petroleum' => 'Environment'"
AZ-HB2630-Y2020,None,"Motorcycle safety fund. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2631-Y2020,Jobs,"PSPRS; local boards; duties; consolidation. ","'Investment' => 'Jobs', 'University of Arizona' => 'Education', 'University' => 'Education', 'Arizona' => 'Location', 'Iran' => 'Location'"
AZ-HB2632-Y2020,None,"AHCCCS; eligibility. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2633-Y2020,Safety,"Long-term RV act; manager education. ","'Security' => 'Safety', 'Mobile home' => 'Safety', 'Abandonment' => 'Safety', 'Education' => 'Education', 'Arizona' => 'Location'"
AZ-HB2634-Y2020,None,"Criminal justice case information; reporting. ","'Arizona' => 'Location', 'Criminal justice' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2635-Y2020,Healthcare,"Mobile home parks; caregivers. ","'Caregiver' => 'Healthcare', 'Mobile home' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2636-Y2020,Healthcare,"Electronic smoking devices; retail licensing. ","'Cigarette' => 'Healthcare', 'Tobacco products' => 'Healthcare', 'Tobacco' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None'"
AZ-HB2637-Y2020,Healthcare,"Smoking devices; tobacco products; definitions. ","'Cigarette' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'Person' => 'None'"
AZ-HB2638-Y2020,None,"Prearrest deflection program; procedures. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2639-Y2020,None,"Public service scholarship fund. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None'"
AZ-HB2640-Y2020,Environment,"Environmental technology; biomass; forestry products. ","'Environment' => 'Environment', 'Renewable energy' => 'Environment', 'Arizona' => 'Location', 'Cost' => 'None', 'Federal' => 'None'"
AZ-HB2641-Y2020,Jobs,"Elderly assistance fund; state treasurer. ","'Training' => 'Jobs', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Purchasing' => 'None'"
AZ-HB2642-Y2020,None,"Civil rights; amendments. ","'Arizona' => 'Location', 'United States' => 'Location', 'Discrimination' => 'Racial', 'Grant' => 'None', 'Legislature' => 'None'"
AZ-HB2643-Y2020,None,"Insurance; optometrists; contracts; covered services. ","'Arizona' => 'Location', 'Contract' => 'None', 'Insurance' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2644-Y2020,None,"Liability insurance restatement; prohibition. ","'Arizona' => 'Location', 'United States' => 'Location', 'Insurance' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2645-Y2020,None,"Insurers; insolvency; administration. ","'New York' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Court' => 'None', 'Federal' => 'None'"
AZ-HB2646-Y2020,None,"Manslaughter; suicide assistance; violation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2647-Y2020,None,"Federal form registrations; reregistration. ","'Arizona' => 'Location', 'Federal' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2648-Y2020,Jobs,"Alternative testing; exemption; special education. ","'Profession' => 'Jobs', 'Special education' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2649-Y2020,Healthcare,"Prisoners; mental health transition program. ","'Mental health' => 'Healthcare', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Prison' => 'None'"
